,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,Pair,Root,Subcategory
126,KEGG_2021_Human,Choline metabolism in cancer,25/98,0.0031886697003701,0.007750920194746,0,0,2.0094160356221105,11.550427740993523,SLC44A4;DGKA;PDGFB;WAS;PDGFA;HIF1A;EGFR;MAPK9;AKT2;AKT3;PDGFC;EIF4EBP1;RAC3;WASF1;HRAS;WASF3;PDGFRB;PDGFRA;MAP2K1;JUN;EGF;PLA2G4A;TSC1;FOS;DGKZ,0,Human Diseases,Cancer: overview
127,KEGG_2021_Human,Glycosaminoglycan degradation,8/19,0.0034439471702031,0.0083075366853755,0,0,4.257851239669422,24.14685784287334,IDUA;GLB1;HYAL1;IDS;HPSE;GUSB;ARSB;SGSH,0,Metabolism,Glycan biosynthesis and metabolism
128,KEGG_2021_Human,Central carbon metabolism in cancer,19/70,0.0046006139061584,0.0108492089130302,0,0,2.1842354021498407,11.754605942038754,RET;PDGFRB;PDGFRA;MAP2K1;TIGAR;FLT3;NTRK3;PTEN;HIF1A;HK2;EGFR;AKT2;AKT3;KIT;ERBB2;HRAS;MET;TP53;FGFR2,0,Human Diseases,Cancer: overview
129,KEGG_2021_Human,Prolactin signaling pathway,19/70,0.0046006139061584,0.0108492089130302,0,0,2.1842354021498407,11.754605942038754,STAT5B;MAP2K1;SHC1;SRC;LHB;PRL;FOS;TNFRSF11A;FOXO3;ESR1;NFKB1;MAPK13;MAPK9;CCND2;AKT2;AKT3;TNFSF11;CGA;HRAS,0,Organismal Systems,Endocrine system
130,KEGG_2021_Human,RIG-I-like receptor signaling pathway,19/70,0.0046006139061584,0.0108492089130302,0,0,2.1842354021498407,11.754605942038754,CXCL8;DDX58;TRAF2;TNF;TANK;IFNW1;NFKB1;MAPK13;MAPK9;CXCL10;MAVS;CASP8;CASP10;TRAF3;IL12B;TRIM25;IKBKG;FADD;AZI2,0,Organismal Systems,Immune system
131,KEGG_2021_Human,Protein processing in endoplasmic reticulum,38/171,0.0048150642593228,0.0112708170810815,0,0,1.6780391185937114,8.95402661739119,UBXN1;SEL1L;RNF5;HSP90B1;DNAJB2;ATXN3;DNAJB1;MAPK9;MAN1A2;UFD1;SIL1;UBQLN3;MAP3K5;SEC31A;TXNDC5;PDIA3;AMFR;EDEM2;EIF2AK3;EIF2AK2;YOD1;TRAF2;HSPA2;RAD23B;CKAP4;PDIA4;ERN1;DNAJA1;NSFL1C;DNAJA2;ERP29;BCL2;BAX;PREB;HYOU1;P4HB;ATF4;HSPA1A,0,Genetic Information Processing,"Folding, sorting and degradation"
132,KEGG_2021_Human,Dilated cardiomyopathy,24/96,0.0050188345828663,0.0116614097660717,0,0,1.955271932850408,10.352299729479464,ITGB1;TGFB2;TGFB1;ITGB5;TPM3;LAMA1;ITGA2;CACNA1C;TNF;AGT;TTN;CACNB1;CACNB3;MYL3;ITGA11;DAG1;GNAS;ITGAV;ITGB7;ITGA6;DMD;TNNI3;ITGB6;ITGA5,0,Human Diseases,Cardiovascular disease
133,KEGG_2021_Human,Arrhythmogenic right ventricular cardiomyopathy,20/77,0.0063282814751314,0.0144908474358082,0,0,2.057158051864073,10.41482872499528,ITGB1;ITGB5;ACTN2;LAMA1;ITGA2;CACNA1C;CACNB1;CACNB3;CDH2;ITGA11;DAG1;CTNNA1;ITGAV;ITGB7;DSG2;ITGA6;DMD;ITGB6;ITGA5;DSC2,0,Human Diseases,Cardiovascular disease
134,KEGG_2021_Human,Bacterial invasion of epithelial cells,20/77,0.0063282814751314,0.0144908474358082,0,0,2.057158051864073,10.41482872499528,ITGB1;SHC1;SRC;PXN;FN1;CLTA;SEPTIN3;WASL;SEPTIN9;DNM1;CRKL;CD2AP;SEPTIN8;DNM3;CDH1;CTNNA1;HCLS1;ITGA5;WASF1;MET,0,Human Diseases,Infectious disease: bacterial
135,KEGG_2021_Human,"Valine, leucine and isoleucine degradation",14/48,0.0071442400295343,0.0162415816498766,0,0,2.4124117849271025,11.920809409507836,ECHS1;HMGCS1;ACADSB;HMGCL;MCEE;ALDH2;OXCT1;IVD;ACADM;MMUT;ACAA1;HADH;BCAT1;BCAT2,0,Metabolism,Amino acid metabolism
136,KEGG_2021_Human,Phospholipase D signaling pathway,33/148,0.0077729858317083,0.0173122384049199,0,0,1.6842064089062736,8.180360483840849,CXCL8;RALB;SHC1;DGKA;PDGFB;PDGFA;EGFR;CYTH3;RRAS;AKT2;AKT3;PDGFC;FCER1A;HRAS;PDGFRB;PDGFRA;MAP2K1;EGF;INSR;F2R;PLA2G4A;TSC1;F2;DGKZ;DNM1;AGT;DNM3;KITLG;KIT;GNAS;PLCB1;PLCB2;ARF6,0,Environmental Information Processing,Signal transduction
137,KEGG_2021_Human,Apelin signaling pathway,31/137,0.0077795501692994,0.0173122384049199,0,0,1.7161884443748532,8.33425173669381,RYR1;NOTCH3;BECN1;SERPINE1;ITPR1;PLAT;GABARAP;PRKAG3;GNGT1;RRAS;CDH1;AKT2;AKT3;SPP1;CCN2;NOS1;HRAS;SMAD2;GABARAPL1;MAP2K1;SMAD3;NOS2;NOS3;PRKAB1;TGFBR1;MYL4;ACTA2;MYL3;PLIN1;PLCB1;PLCB2,0,Environmental Information Processing,Signal transduction
138,KEGG_2021_Human,Folate biosynthesis,9/26,0.0089116236153776,0.0196782174616243,0,0,3.0994388146473413,14.63058735478926,QDPR;MOCS2;AKR1B10;ALPP;AKR1B1;GGH;PCBD1;ALPI;PTS,0,Metabolism,Metabolism of cofactors and vitamins
139,KEGG_2021_Human,VEGF signaling pathway,16/59,0.0089672889698541,0.0196782174616243,0,0,2.1803345573235413,10.278471862633262,MAP2K1;SRC;NOS3;PXN;HSPB1;PLA2G4A;MAPK13;VEGFA;CASP9;PPP3R1;AKT2;AKT3;MAPKAPK2;KDR;RAC3;HRAS,0,Environmental Information Processing,Signal transduction
140,KEGG_2021_Human,Vascular smooth muscle contraction,30/133,0.0091388638244986,0.0199164204727005,0,0,1.7089123730195752,8.02371820078578,CALCA;CALCB;NPR1;PLA2G1B;ARAF;ITPR1;ADM;MYL6B;CACNA1C;NPPB;NPPC;PPP1CC;PRKG1;PPP1R14A;MAP2K1;EDN1;ARHGEF12;PPP1R12A;PLA2G2A;PLA2G4A;AGT;ACTA2;PLA2G10;GNAS;MYH9;PRKCQ;ARHGEF1;PLCB1;PPP1R12B;PLCB2,0,Organismal Systems,Circulatory system
141,KEGG_2021_Human,Arginine biosynthesis,8/22,0.0097152557075454,0.0210275397505778,0,0,3.3448664543004165,15.500304735377483,ARG2;ACY1;GOT1;NOS2;ARG1;NOS3;NOS1;ASS1,0,Metabolism,Amino acid metabolism
142,KEGG_2021_Human,Glioma,19/75,0.0101266247067932,0.0217687986894331,0,0,1.9886302144824872,9.132957696394763,PDGFRB;PDGFRA;CDKN1A;MAP2K1;GADD45B;SHC1;EGF;ARAF;PTEN;PDGFB;PDGFA;TGFA;EGFR;IGF1R;AKT2;AKT3;BAX;HRAS;TP53,0,Human Diseases,Cancer: specific types
143,KEGG_2021_Human,Cysteine and methionine metabolism,14/50,0.0104768919719615,0.0223695801563503,0,0,2.278121538520301,10.385006599562775,AHCY;GOT1;MDH1;BHMT2;MRI1;MTR;TST;CBS;SMS;KYAT1;BCAT1;GCLM;ENOPH1;BCAT2,0,Metabolism,Amino acid metabolism
144,KEGG_2021_Human,Hippo signaling pathway,35/163,0.0113497928237264,0.0240707015590439,0,0,1.6047410621537397,7.186922373172914,YAP1;SERPINE1;ITGB2;FZD10;AFP;AREG;AMOT;GLI2;SOX2;PPP1CC;CCND2;RASSF2;YWHAQ;CDH1;CTNNA1;CCN2;SMAD2;SMAD1;TGFB2;SMAD3;TGFB1;AXIN1;FZD8;CSNK1D;SCRIB;WNT9A;BMP6;TGFBR1;TGFBR2;BMP4;LATS1;DLG4;PARD3;BIRC2;TP73,0,Environmental Information Processing,Signal transduction
145,KEGG_2021_Human,"Growth hormone synthesis, secretion and action",27/119,0.0119490783616686,0.0248514600243582,0,0,1.7212459464328609,7.620129871234227,ATF2;SHC1;CSH1;ITPR1;CACNA1C;CRKL;GHR;GHRHR;MAPK9;AKT2;AKT3;EP300;HRAS;MAP2K6;STAT5B;MAP2K1;IGFBP3;FOS;MAPK13;GH2;GH1;CREB3;GNAS;GHRL;PLCB1;PLCB2;ATF4,0,Organismal Systems,Endocrine system
146,KEGG_2021_Human,Sphingolipid signaling pathway,27/119,0.0119490783616686,0.0248514600243582,0,0,1.7212459464328609,7.620129871234227,ASAH1;ASAH2;PTEN;TNF;MAPK9;SPTLC1;AKT2;SMPD1;AKT3;FCER1A;RAC3;BID;CTSD;HRAS;MAP3K5;MAP2K1;NOS3;PPP2R5A;TRAF2;NFKB1;TNFRSF1A;MAPK13;BCL2;BAX;PLCB1;TP53;PLCB2,0,Environmental Information Processing,Signal transduction
147,KEGG_2021_Human,Ferroptosis,12/41,0.0119538668471596,0.0248514600243582,0,0,2.4233407171371373,10.727403485246477,TF;MAP1LC3A;TFRC;ACSL1;PCBP2;MAP1LC3B2;HMOX1;SAT2;GCLM;SAT1;SLC39A14;TP53,0,Cellular Processes,Cell growth and death
148,KEGG_2021_Human,Wnt signaling pathway,35/166,0.0149248864935672,0.0306250917660211,0,0,1.567713729885179,6.591805465397396,FZD10;MAPK9;PPP3R1;CCND2;WIF1;RUVBL1;CCN4;EP300;RAC3;RSPO3;RSPO1;SOST;TBL1X;RNF43;JUN;SMAD3;MMP7;CSNK2A1;SERPINF1;NFATC3;AXIN1;FZD8;NFATC1;CACYBP;WNT9A;DKK1;DKK4;SFRP4;SFRP1;DAAM1;BAMBI;ROR1;PLCB1;TP53;PLCB2,0,Environmental Information Processing,Signal transduction
149,KEGG_2021_Human,Fructose and mannose metabolism,10/33,0.0163412644949184,0.0333150940670595,0,0,2.545411125539187,10.471978692337975,PFKFB2;TIGAR;AKR1B10;MPI;PMM2;SORD;AKR1B1;FBP1;HK2;KHK,0,Metabolism,Carbohydrate metabolism
150,KEGG_2021_Human,Hepatocellular carcinoma,35/168,0.0177773638101065,0.0360105574614979,0,0,1.54395684502114,6.221882573745944,CDKN1A;SHC1;GSTP1;ARAF;PTEN;TGFA;FZD10;EGFR;IGF1R;AKT2;AKT3;HMOX1;GSTT2B;HRAS;GSTM4;SMAD2;MAP2K1;TGFB2;SMAD3;TGFB1;GADD45B;HGF;TXNRD1;AXIN1;FZD8;WNT9A;SMARCA2;TGFBR1;TGFBR2;GSTA3;GSTA1;BAX;TP53;MET;BCL2L1,0,Human Diseases,Cancer: specific types
151,KEGG_2021_Human,Diabetic cardiomyopathy,41/203,0.0182530925692342,0.036738708610688,0,0,1.485411793935967,5.946728409220936,NDUFB7;NCF2;PTEN;COX5B;AGER;GYS1;PPP1CC;MAPK9;AKT2;AKT3;TNNI3;CD36;CTSD;SMAD2;TGFB2;ACE;SMAD3;TGFB1;PARP1;NDUFA5;NOS3;INSR;GSR;ATP5F1D;SDHB;MMP9;AGT;NFKB1;TGFBR1;COX6B1;TGFBR2;MAPK13;COL1A1;COL3A1;NDUFS6;ATP5PO;PPIF;REN;PLCB1;PLCB2;GAPDH,0,Human Diseases,Cardiovascular disease
152,KEGG_2021_Human,Insulin resistance,24/108,0.0217235236863613,0.0431737955024539,0,0,1.6747646971862218,6.413276211854873,PTPN1;NOS3;INSR;OGA;PTEN;TNF;PRKAB1;FOXO1;NFKB1;PRKAG3;PTPRF;AGT;TNFRSF1A;PPP1CC;GYS1;CREB3;MAPK9;IL6;AKT2;AKT3;PRKCQ;CD36;OGT;SLC27A4,0,Human Diseases,Endocrine and metabolic disease
153,KEGG_2021_Human,Long-term depression,15/60,0.0234212544786722,0.0462569775953776,0,0,1.9523154516276937,7.329209611020531,RYR1;LYN;MAP2K1;ARAF;ITPR1;PLA2G4A;CRHR1;IGF1R;CRH;GNAS;NOS1;PLCB1;HRAS;PLCB2;PRKG1,0,Organismal Systems,Nervous system
154,KEGG_2021_Human,beta-Alanine metabolism,9/30,0.0237269332344227,0.0465696329321589,0,0,2.508481223649377,9.384590614527758,AOC3;ALDH3A1;ECHS1;ALDH2;ACOX1;GAD1;GAD2;UPB1;CNDP1,0,Metabolism,Metabolism of other amino acids
155,KEGG_2021_Human,Pantothenate and CoA biosynthesis,7/21,0.0251692847589496,0.049095641875482,0,0,2.9257544581618657,10.773010857149078,VNN1;ALDH2;VNN2;BCAT1;UPB1;PPCDC;BCAT2,0,Metabolism,Metabolism of cofactors and vitamins
156,KEGG_2021_Human,Viral carcinogenesis,40/203,0.0282511684369961,0.0547691363563851,0,0,1.4397068493325589,5.1348879075976255,ATF2;CDKN1A;SRC;PXN;HDAC8;HDAC9;C3;CCND2;SCIN;CASP8;YWHAQ;CASP3;EP300;IKBKG;HRAS;LYN;STAT5B;RANBP1;JUN;GSN;EIF2AK2;SCRIB;TRAF2;ACTN4;HLA-A;NFKB1;HLA-E;NFKB2;CREB3;HNRNPK;CCNE1;TRAF3;MAPKAPK2;CDK1;BAX;LTBR;IL6ST;TP53;MAD1L1;ATF4,0,Human Diseases,Cancer: overview
157,KEGG_2021_Human,Tyrosine metabolism,10/36,0.0298166324536592,0.057451560093636,0,0,2.251313739470279,7.908164794630832,AOC3;ADH4;ALDH3A1;DDC;GOT1;ADH1B;TYRP1;DBH;MIF;COMT,0,Metabolism,Amino acid metabolism
158,KEGG_2021_Human,Tight junction,34/169,0.0309687838376374,0.059309913289051,0,0,1.4769380664846223,5.132028289395509,ITGB1;PCNA;SRC;WAS;NEDD4L;MYL6B;F11R;CD1C;PRKAG3;AMOT;SLC9A3R1;MAPK9;STK11;RAP1A;ERBB2;MICALL2;JAM2;MAP3K5;JAM3;VASP;JUN;SCRIB;ACTN4;CGN;PRKAB1;TJAP1;OCLN;PARD3;HCLS1;MYH9;RAPGEF2;AMOTL2;EZR;TJP3,0,Cellular Processes,Cellular community - eukaryotes
159,KEGG_2021_Human,Alzheimer disease,67/369,0.033454481094714,0.0636844338911423,0,0,1.3030833194204834,4.4273161907737055,APP;CHRM1;CSF1;ARAF;FZD10;TNF;CASP9;PSMD9;CASP7;CASP8;TUBB3;AKT2;CASP3;AKT3;PSMD1;NOS1;HRAS;MAP3K5;MAP2K1;CSNK2A1;MME;AXIN1;TRAF2;WNT9A;DKK1;SDHB;COX6B1;TNFRSF1A;DKK4;ERN1;IL1A;PSMA1;NDUFS6;IL1B;PPIF;MAPT;PLCB1;PLCB2;GAPDH;ATF4;BECN1;NDUFB7;LRP1;ITPR1;LPL;CACNA1C;COX5B;AGER;MAPK9;PPP3R1;APOE;FADD;BID;SNCA;NDUFA5;NOS2;INSR;EIF2AK3;EIF2AK2;FZD8;GRIN2B;ATP5F1D;NFKB1;IL6;PSMC3;ATP5PO;FAS,0,Human Diseases,Neurodegenerative disease
160,KEGG_2021_Human,Thyroid cancer,10/37,0.035676988090075,0.0675085523141539,0,0,2.167804605154416,7.225833376359489,RET;CDKN1A;MAP2K1;GADD45B;CDH1;TPM3;TPR;BAX;HRAS;TP53,0,Human Diseases,Cancer: specific types
161,KEGG_2021_Human,Fc gamma R-mediated phagocytosis,21/97,0.0392868850226517,0.0738967599235592,0,0,1.6187611084914215,5.239710415005144,LYN;VASP;VAV3;MAP2K1;GSN;INPPL1;WAS;PLA2G4A;CRKL;SCIN;PTPRC;FCGR3B;FCGR2A;AKT2;INPP5D;AKT3;WASF1;FCGR2B;LAT;WASF3;ARF6,0,Organismal Systems,Immune system
162,KEGG_2021_Human,Proximal tubule bicarbonate reclamation,7/23,0.0408501319893232,0.0763824953173145,0,0,2.5597350823045266,8.185636614329999,MDH1;CA2;CA4;ATP1B4;ATP1B3;ATP1B2;ATP1B1,0,Organismal Systems,Excretory system
163,KEGG_2021_Human,Fatty acid degradation,11/43,0.0413302548240585,0.076825650143544,0,0,2.0120943509615383,6.410855512888125,ADH4;ECHS1;ALDH2;ADH1B;ACSL1;ACOX1;ECI2;ACADM;ACAA1;HADH;ACADSB,0,Metabolism,Lipid metabolism
164,KEGG_2021_Human,Butanoate metabolism,8/28,0.042410075351133,0.0783718351518014,0,0,2.340583190394512,7.397107302944341,HMGCL;ECHS1;ALDH5A1;HMGCS1;OXCT1;GAD1;GAD2;HADH,0,Metabolism,Carbohydrate metabolism
165,KEGG_2021_Human,Sphingolipid metabolism,12/49,0.0462339535226644,0.0844831599297369,0,0,1.8984838497033616,5.836016861653787,SMPD3;ARSA;ASAH1;SPTLC1;ASAH2;PSAPL1;GLB1;SMPD1;GBA;PSAP;GLA;ENPP7,0,Metabolism,Lipid metabolism
166,KEGG_2021_Human,Salivary secretion,20/93,0.0462518565438116,0.0844831599297369,0,0,1.6047640843907345,4.932489024438903,SLC12A2;AMY2A;AMY2B;ITPR1;ATP2B4;ATP1B4;ATP1B3;LPO;ATP1B2;ATP1B1;CST5;CST3;BST1;CST1;GNAS;CD38;NOS1;PLCB1;PLCB2;PRKG1,0,Organismal Systems,Digestive system
167,KEGG_2021_Human,Peroxisome,18/82,0.0474637451253959,0.0861985256300294,0,0,1.6471277969018934,5.0200981784678405,PECR;MVK;NOS2;ACSL1;EPHX2;ECI2;SOD2;SOD1;HMGCL;PRDX5;SCP2;ACOX1;PRDX1;CAT;PMVK;HAO1;ACAA1;AGXT,0,Cellular Processes,Transport and catabolism
168,KEGG_2021_Human,Glyoxylate and dicarboxylate metabolism,8/30,0.0613596656311496,0.1107980247968188,0,0,2.1275534071417432,5.938007029771884,GRHPR;MCEE;MDH1;SHMT1;CAT;HAO1;MMUT;AGXT,0,Metabolism,Carbohydrate metabolism
169,KEGG_2021_Human,alpha-Linolenic acid metabolism,7/25,0.0617783978585156,0.1109203052459713,0,0,2.2750533455265964,6.33420699370753,PLA2G1B;ACOX1;PLA2G2A;PLA2G10;PLA2G4A;ACAA1;PLB1,0,Metabolism,Lipid metabolism
170,KEGG_2021_Human,Signaling pathways regulating pluripotency of stem cells,28/143,0.0624793127121872,0.1115449876669558,0,0,1.426555530524893,3.955724038782629,FZD10;FGF2;IGF1R;SOX2;AKT2;AKT3;HRAS;LEFTY2;SMAD2;SMAD1;MAP2K1;SMAD3;LIF;AXIN1;FZD8;LIFR;INHBB;WNT9A;KLF4;INHBC;SMAD5;MAPK13;BMP4;REST;ID4;IL6ST;FGFR4;FGFR2,0,Cellular Processes,Cellular community - eukaryotes
171,KEGG_2021_Human,cGMP-PKG signaling pathway,32/167,0.0631124837416177,0.1120423868671416,0,0,1.3890977106473474,3.837850118758217,ATF2;NPR1;ITPR1;CACNA1C;NPPB;NPPC;PPP1CC;PPP3R1;EDNRB;AKT2;AKT3;PRKG1;VASP;MAP2K1;PPP1R12A;NOS3;INSR;NFATC3;ATP2B4;ATP1B4;ATP1B3;NFATC1;ATP1B2;ATP1B1;ADRA2A;CREB3;PPIF;GTF2IRD1;PDE5A;PLCB1;PLCB2;ATF4,0,Environmental Information Processing,Signal transduction
172,KEGG_2021_Human,Taurine and hypotaurine metabolism,4/11,0.0640181355263111,0.1130152560129291,0,0,3.341653208045808,9.18483080890213,GGT5;GAD1;GAD2;GGT1,0,Metabolism,Metabolism of other amino acids
173,KEGG_2021_Human,Cytosolic DNA-sensing pathway,14/63,0.0681648561929881,0.1196671919832459,0,0,1.67244512105289,4.491896843969144,ZBP1;IL33;DDX58;IL18;NFKB1;CXCL10;IL6;MAVS;IL1B;CCL5;CCL4;CASP1;POLR2F;IKBKG,0,Organismal Systems,Immune system
174,KEGG_2021_Human,Neuroactive ligand-receptor interaction,60/341,0.0701423002787506,0.1224583805971558,0,0,1.2526491510907978,3.3285759508301287,GLP1R;VIPR1;CHRM1;SCT;PMCH;ADM;OXT;GRIK2;PRL;PTH1R;MLN;GHR;EDNRB;LEPR;INSL3;PRSS2;INSL5;TSHB;EDN1;FSHB;F2R;F2;ADRA2A;GIP;GAL;PARD3;CRH;ADCYAP1R1;CALCA;CALCB;GRP;GIPR;PTH;CSH1;LHB;PLG;CRHR1;C3;GHRHR;C5;NPY;PENK;PPY;CGA;GABRA4;GZMA;HTR1A;HTR1B;GCG;GRIN2B;AGT;SLURP1;GH2;POMC;GH1;PYY;LEP;RLN2;GHRL;RLN1,0,Environmental Information Processing,Signaling molecules and interaction
175,KEGG_2021_Human,Carbohydrate digestion and absorption,11/47,0.0727251167653757,0.1262699829552677,0,0,1.788108592796093,4.686755051775992,AMY2A;AMY2B;AKT2;AKT3;ATP1B4;ATP1B3;ATP1B2;ATP1B1;PLCB1;PLCB2;HK2,0,Organismal Systems,Digestive system
176,KEGG_2021_Human,Aldosterone synthesis and secretion,20/98,0.0733210268286474,0.1266089862177737,0,0,1.5014529620110053,3.9231582328766,ATF2;SCARB1;NPR1;ITPR1;ATP2B4;ATP1B4;ATP1B3;ATP1B2;CACNA1C;ATP1B1;CACNA1H;AGT;POMC;CREB3;GNAS;PRKD2;PLCB1;PLCB2;LDLR;ATF4,0,Organismal Systems,Endocrine system
177,KEGG_2021_Human,Tryptophan metabolism,10/42,0.0768781996682785,0.1320299516042175,0,0,1.828548746996224,4.691202028223505,DDC;AOC1;ECHS1;ALDH2;TDO2;KYNU;CAT;KYAT1;HADH;IDO1,0,Metabolism,Amino acid metabolism
178,KEGG_2021_Human,GnRH signaling pathway,19/93,0.0786712022578692,0.1343789184512793,0,0,1.503317883999702,3.82215281013512,MAP2K1;JUN;SRC;FSHB;LHB;ITPR1;PLA2G4A;CACNA1C;EGFR;MAPK13;MAPK9;GNAS;PLCB1;CGA;HRAS;PLCB2;ATF4;HBEGF;MAP2K6,0,Organismal Systems,Endocrine system
179,KEGG_2021_Human,Neutrophil extracellular trap formation,35/189,0.0804680007961425,0.1367090766214034,0,0,1.3317646688491565,3.3559080347733863,ITGAM;SIGLEC9;SELPLG;NCF2;SRC;ITGB2;ITGAL;HDAC8;MPO;AGER;HDAC9;C3;C5;FCGR3B;CLEC7A;AKT2;AKT3;CASP4;CASP1;FGA;MAP2K1;CR1;VWF;GP1BA;AZU1;NFKB1;MAPK13;SELP;FCGR2A;PPIF;PADI4;PLCB1;PLCB2;TLR4;TLR2,0,Organismal Systems,Immune system
180,KEGG_2021_Human,"Alanine, aspartate and glutamate metabolism",9/37,0.0809879457558708,0.1368566356088513,0,0,1.8805887832140409,4.726775192125998,ALDH5A1;FOLH1;GOT1;GAD1;GAD2;AGXT;NIT2;ASRGL1;ASS1,0,Metabolism,Amino acid metabolism
181,KEGG_2021_Human,Gap junction,18/88,0.0844661412078518,0.1419750033068148,0,0,1.5054143103024342,3.7204877319839342,PDGFRB;PDGFRA;MAP2K1;SRC;EGF;ITPR1;PDGFB;PDGFA;CSNK1D;EGFR;TUBB3;PDGFC;CDK1;GNAS;PLCB1;HRAS;PLCB2;PRKG1,0,Cellular Processes,Cellular community - eukaryotes
182,KEGG_2021_Human,Oxytocin signaling pathway,29/154,0.0880837879281909,0.1464948313892642,0,0,1.3589716655148585,3.301576518979396,RYR1;CDKN1A;NPR1;SRC;ITPR1;MYL6B;OXT;CACNA1C;PRKAG3;EGFR;PPP1CC;PPP3R1;CD38;HRAS;MAP2K1;JUN;PPP1R12A;NOS3;NFATC3;PLA2G4A;NFATC1;FOS;PRKAB1;CACNB1;CACNB3;GNAS;PLCB1;PPP1R12B;PLCB2,0,Organismal Systems,Endocrine system
183,KEGG_2021_Human,Cell cycle,24/124,0.0885459265675616,0.1464948313892642,0,0,1.405477750948603,3.407206833870005,SMAD2;CDKN2D;ZBTB17;TGFB2;CDKN1A;SMAD3;TGFB1;PCNA;GADD45B;SMC3;CDC25A;CCND2;PTTG1;YWHAQ;ESPL1;CCNE1;CDC26;CHEK2;CDC27;ABL1;CDK1;EP300;TP53;MAD1L1,0,Cellular Processes,Cell growth and death
184,KEGG_2021_Human,Phenylalanine metabolism,5/17,0.0902515994183552,0.1472227767622821,0,0,2.436743203107151,5.86074256406428,AOC3;ALDH3A1;DDC;GOT1;MIF,0,Metabolism,Amino acid metabolism
185,KEGG_2021_Human,Selenocompound metabolism,5/17,0.0902515994183552,0.1472227767622821,0,0,2.436743203107151,5.86074256406428,TXNRD1;MARS1;MTR;KYAT1;SCLY,0,Metabolism,Metabolism of other amino acids
186,KEGG_2021_Human,Histidine metabolism,6/22,0.090383603455325,0.1472227767622821,0,0,2.193306479259513,5.272034127659746,ALDH3A1;AOC1;ALDH2;HNMT;CNDP1;FTCD,0,Metabolism,Amino acid metabolism
187,KEGG_2021_Human,Cocaine addiction,11/49,0.092921171108409,0.1498116840319248,0,0,1.6937987998843262,4.0244723303426575,ATF2;CREB3;DDC;JUN;BDNF;DLG4;GNAS;FOSB;GRIN2B;NFKB1;ATF4,0,Human Diseases,Substance dependence
188,KEGG_2021_Human,Ether lipid metabolism,11/49,0.092921171108409,0.1498116840319248,0,0,1.6937987998843262,4.0244723303426575,PLA2G1B;PLA2G10;PLA2G2A;LPCAT2;ENPP2;PLA2G4A;ENPP6;PAFAH1B3;PLA2G7;PLB1;PAFAH2,0,Metabolism,Lipid metabolism
189,KEGG_2021_Human,Insulin signaling pathway,26/137,0.0948585613480369,0.1521589105887292,0,0,1.3717701132267923,3.231023873468028,SHC1;ARAF;INPPL1;FOXO1;HK2;PRKAG3;PTPRF;CRKL;PPP1CC;GYS1;MAPK9;AKT2;PRKAR2A;AKT3;EIF4EBP1;HRAS;EIF4E;PTPN1;MAP2K1;PKLR;INSR;TSC1;SORBS1;PRKAB1;PRKAR1A;FBP1,0,Organismal Systems,Endocrine system
190,KEGG_2021_Human,Regulation of lipolysis in adipocytes,12/55,0.0970960073310287,0.1549613046293186,0,0,1.6330039225711614,3.808255001313364,FABP4;NPR1;AKT2;NPY;INSR;AKT3;GNAS;PLIN1;CGA;PRKG1;TSHB;MGLL,0,Organismal Systems,Endocrine system
191,KEGG_2021_Human,Riboflavin metabolism,3/8,0.0988085682752131,0.1569020481154137,0,0,3.507945205479452,8.119388082774066,ACP5;BLVRB;ACP1,0,Metabolism,Metabolism of cofactors and vitamins
192,KEGG_2021_Human,AMPK signaling pathway,23/120,0.1020128427813114,0.1611802915944721,0,0,1.38833985069321,3.169103073251962,PFKFB2;INSR;ADIPOQ;PPP2R5A;TSC1;FOXO3;PRKAB1;SIRT1;FOXO1;PRKAG3;IGF1R;RAB10;GYS1;CREB3;STK11;AKT2;LEP;AKT3;AKT1S1;LEPR;EIF4EBP1;CD36;FBP1,0,Environmental Information Processing,Signal transduction
193,KEGG_2021_Human,Thyroid hormone signaling pathway,23/121,0.1093444153566661,0.1719046529985398,0,0,1.3740921885995778,3.041213115149291,NOTCH2;PFKFB2;NOTCH3;MAP2K1;NOTCH1;SRC;ATP1B4;ATP1B3;ATP1B2;ATP1B1;HIF1A;ESR1;FOXO1;BMP4;CASP9;AKT2;AKT3;EP300;ITGAV;PLCB1;TP53;HRAS;PLCB2,0,Organismal Systems,Endocrine system
194,KEGG_2021_Human,Renin secretion,14/69,0.1238237793528676,0.1937045261163672,0,0,1.489471545985812,3.111350943610217,EDN1;ADCYAP1R1;ACE;PDE1C;NPR1;ITPR1;CACNA1C;AGT;PPP3R1;GNAS;REN;PLCB1;PLCB2;CTSB,0,Organismal Systems,Endocrine system
